ANO_FOLHA;MES_FOLHA;MATRICULA;UnidadeGestora;UNIDADE_GESTORA_CODIGO;REMUNERACAO_TOTAL;CARGO;LOTACAO
2017;1;000000000000037;P. M. DE DOMINGOS MOURAO;201076;2330.92;PROFESSOR CC NII;FUNDEB 60%
2017;1;000000000000037;P. M. DE SAO JOAO DO ARRAIAL;201193;3725.61;PROFESSOR CLASSE A;PROFESSORES EDUCAÄ«O BASICA - FUNDEB / SEMEC
2017;1;000000000000037;P. M. DE JARDIM DO MULATO;201102;802.52;AUX. DE ENFERMAGEM;SEC. MUN. DE SAÈDE - SERVIDORES EFETIVOS
2017;1;000000000000037;P. M. DE DEMERVAL LOBAO;201072;2750.05;GUARDA MUNICIPAL;SEC. MUN. DE ADM/GUARDA MUNICIPAL(EFETIVO)
2017;1;000000000000037;P. M. DE JULIO BORGES;201110;1596.37;PROFESSOR(A);FUNDEB CLASSE B
2017;1;000000000000037;P. M. DE FLORESTA DO PIAUI;201082;937;AUXILIAR DE SERVIÄOS GERAIS;SETOR: EDUCACAO 40%
2017;1;000000000000038;P. M. DE IPIRANGA DO PIAUI;201096;3310.62;PROFESSOR(A) SEVIII;SECRETARIA MUNICIPAL DE EDUCAÄ«O
2017;1;000000000000038;P. M. DE SANTA CRUZ DO PIAUI;201174;1781.55;FISCAL DE TRIBUTOS;ADMINISTRAÄ«O E PLANEJAMENTO
2017;1;000000000000038;P. M. DE CAJUEIRO DA PRAIA;201041;3905.15;PROFESSOR CLASSE - SE N - IV 40h;FUNDEB 60 % - ENS FUNDAM - PROFES EFETIVOS
2017;1;000000000000038;P. M. DE LANDRI SALES;201118;1594.5;AUXILIAR DE SERVICOS GERAIS A5;SEC MUN DE EDUCACAO - FUNDEB 40%
2017;1;000000000000038;CAMARA DE CAMPO MAIOR;101047;1000;ASSESSOR ESPECIAL;CAMARA MUNICIPAL - ASSESSORES ESPECIAIS
2017;1;000000000000039;P. M. DE OEIRAS;201142;1615.69;Professor - B/III - 20h;203.06 - SEC. DE EDUCACAO/PROFESSORES 60%
2017;1;000000000000039;P. M. DE PRATA DO PIAUI;201166;1584;APOIO 40%-CLASSE D- N÷VEL II;FUNDEB 40%
2017;1;000000000000039;P. M. DE SAO MIGUEL DA BAIXA GRANDE;201201;937;AUX. SERVICOS GERAIS;SECRETARIA MUNICIPAL DE ASSISTENCIA SOCIAL
2017;1;000000000000039;P. M. DE PADRE MARCOS;201144;937;CONSELHEIRO TUTELAR;SASC-ASSISTENCIA SOCIAL - CONSELHO
2017;1;000000000000039;P. M. DE JULIO BORGES;201110;1233.39;AUX. SERVICOS GERAIS;POSTO DE SAUDE DO SANTO ANTONIO
2017;1;000000000000039;P. M. DE ESPERANTINA;201079;1043.37;PROF. CLASSE A;P.M.ESPERANTINA- APOSENTADOS E PENSION DO TESOURO
2017;1;000000000000034;P. M. DE CARAUBAS DO PIAUI;201053;937;VIGIA;ADMINISTRACAO
2017;1;000000000000034;P. M. DE JULIO BORGES;201110;3074;MEDICO VETERINARIO;SEC ADMINISTRAÄ«O E FINANÄAS - EFETIVO ( MEDICO VE
2017;1;000000000000034;P. M. DE BREJO DO PIAUI;201036;1092.84;VIGIA;ADMINISTRATIVO FUNDEB 40%
2017;1;000000000000034;P. M. DE JULIO BORGES;201110;1298.57;SECRETµRIA DE ASS. SOCIAL;SECRETARIOS
2017;1;000000000000034;P. M. DE SAO JOSE DO PIAUI;201197;1311.8;G. EDEMEAS;SAUDE PPI - ECD - FPM
2017;1;000000000000034;P. M. DE PARNAGUA;201150;3374.35;PROFESSOR CLASSE B;SME - PROFESSOR OUTROS RECURSO - FUNDEB 60%/SME/FP
2017;1;000000000000034;P. M. DE ITAUEIRA;201099;1454.2;AGENTE DE ENDEMIAS;SAUDE AGENTE DE ENDEMIAS
2017;1;000000000000035;P. M. DE CAMPO MAIOR;201047;1405.5;VICE-PREFEITO;FUNDO PREVIDENCIµRIO DE CAMPO MAIOR
2017;1;000000000000035;P. M. DE ITAINOPOLIS;201098;2811;AUX SECRETARIO A /3;B0 - ADMINISTRAÄ«O EFETIVO R.P.P.S
2017;1;000000000000035;P. M. DE LANDRI SALES;201118;1327.09;AUXILIAR DE SERVICOS GERAIS A4;SEC MUNICIPAL DE SAUDE
2017;1;000000000000035;P. M. DE LAGOA DO BARRO DO PIAUI;201114;3495.11;PROFESSOR(A) CLASSE CIII;FUNDEB - MAGISTERIO
2017;1;000000000000035;CAMARA DE ALVORADA DO GURGUEIA;101008;2500;VEREADOR(A);DEP ADM CAMARA ALVORADA DO GURGUEIA
2017;1;000000000000035;P. M. DE SANTO ANTONIO DE LISBOA;201180;937;AUXILIAR DE SERVICOS GERAIS;FUNDEB 40%
2017;1;000000000000036;P. M. DE SAO JOAO DO ARRAIAL;201193;1609.16;PROFESSOR CLASSE A;PROFESSORES EDUCAÄ«O BASICA - FUNDEB / SEMEC
2017;1;000000000000036;CAMARA DE URUCUI;101217;937;ASSESSOR(A) DE GABINETE;SERVIDORES - GABINETE MARCELO LEITE DA CRUZ
2017;1;000000000000036;P. M. DE ESPERANTINA;201079;1027;PROF. CLASSE A;P.M.ESPERANTINA- APOSENTADOS E PENSION DO TESOURO
2017;1;000000000000036;P. M. DE SAO GONCALO DO PIAUI;201188;1021.33;VIGIA;SECRETARIA MUNICIPAL DE EDUCAÄ«O - FUNDEB 40% - EF
2017;1;000000000000036;P. M. DE CAMPINAS DO PIAUI;201043;2204.16;"PROF. ""CL C NIVEL SUPERIOR""";FUNDEB 60% - EFETIVOS
2017;1;000000000000036;P. M. DE BENEDITINOS;201026;937;VIGIA;SECRETµRIA MUNICICPAL.DE ADMINISTRACAO
2017;1;000000000000036;P. M. DE BONFIM DO PIAUI;201033;4064.87;PROFESSOR(A);SEC EDUCACAO CULTURA DESPORTO E LAZER-FUNDEB 60%
2017;1;000000000000036;CAMARA DE CAPITAO DE CAMPOS;101050;3048;VEREADOR;VEREADORES
2017;1;000000000000036;P. M. DE JULIO BORGES;201110;1227.98;PROFESSOR(A);FUNDEB CLASSE A
2017;1;000000000000036;P. M. DE PORTO ALEGRE DO PIAUI;201165;1268.96;VIGIA;SERVIDORES EFETIVOS
2017;1;000000000000036;P. M. DE QUEIMADA NOVA;201167;3176.11;PROFESSOR;SEDUC\FUNDEB 60%\ATIVOS EFETIVOS\PROFESSOR ENS. FU
2017;1;000000000000036;P. M. DE ANTONIO ALMEIDA;201012;1405.34;AUXILIAR DE SERVIÄOS GERAIS NIV I;SEC.MUN.DO TRABALHO. CIDADANIA. ASSISTENCIA SOCIAL
2017;1;000000000000036;P. M. DE CURRALINHOS;201071;1686.6;MOTORISTA DE AMBUL∂NCIA;SECRETARIA MUNICIPAL DE SAUDE - PLANO PREVIDENCIAR
2017;1;000000000000037;P. M. DE CURRALINHOS;201071;1278.94;AGENTE COMUNITµRIO DE SAÈDE;SECRETARIA MUNICIPAL DE SAUDE - PACS - PLANO FINAN
2017;1;000000000000037;P. M. DE MARCOS PARENTE;201124;1171.35;VIGIA;VIGIAS
2017;1;000000000000037;CAMARA DE CAMPO MAIOR;101047;1500;CHEFE DO SETOR DE FINANCAS;CAMARA MUNICIPAL - CORPO TECNICO
2017;1;000000000000037;P. M. DE SANTA CRUZ DO PIAUI;201174;1124.4;GARI;ADMINISTRAÄ«O E PLANEJAMENTO
2017;1;000000000000037;P. M. DE BERTOLINIA;201027;1705.34;AUXILIAR DE SERVICOS GERAIS;SECRETARIA MUNICIPAL DE SAUDE
2017;1;000000000000037;P. M. DE CAPITAO DE CAMPOS;201050;1006.16;AUX. ADMINISTRATIVO;Fundo de Participaá∆o dos Munic°pios-FPM
2017;1;000000000000037;CAMARA DE CAPITAO DE CAMPOS;101050;937;CONTROLADOR;COMISSIONADOS
2017;1;000000000000037;CAMARA DE MADEIRO;101121;2400;VEREADOR(A);CAMARA MUNICIPAL
2017;1;000000000000037;P. M. DE SANTO ANTONIO DE LISBOA;201180;937;AUXILIAR DE SERVICOS GERAIS;FUNDEB 40%
2017;1;000000000000037;P. M. DE PARNAGUA;201150;3520.08;PROFESSOR CLASSE B;SME - PROFESSOR - FUNDEB 60%
2017;1;000000000000037;P. M. DE BAIXA GRANDE DO RIBEIRO;201018;7894.12;PROFESSOR;FUNDEB - 60%
2017;1;000000000000038;P. M. DE JULIO BORGES;201110;1267.5;SECRETµRIA DO GABINETE;A.C.S - EFETIVOS
2017;1;000000000000038;P. M. DE VARZEA BRANCA;201219;1084.69;AUX. SERV. GERAIS A0III;FUNDEB 40%
2017;1;000000000000038;P. M. DE FLORESTA DO PIAUI;201082;2530.69;PROFESSOR (POS GRADUADO-40 HORAS);SETOR: EDUCACAO 60%
2017;1;000000000000038;P. M. DE RIBEIRO GONCALVES;201172;1825.74;AGENTES COMUNITµRIOS DE SAÈDE;DPTß AGENTES COMUNITARIOS DE SAÈDE
2017;1;000000000000038;P. M. DE JARDIM DO MULATO;201102;1264.95;AUX. DE ENFERMAGEM;SEC. MUN. DE SAÈDE - SERVIDORES EFETIVOS
2017;1;000000000000038;P. M. DE CURRALINHOS;201071;1216.8;AGENTE COMUNITµRIO DE SAÈDE;SECRETARIA MUNICIPAL DE SAUDE - PACS - PLANO FINAN
2017;1;000000000000038;P. M. DE FLORES DO PIAUI;201081;937;AUX. SERV. GERAIS;FUNDEB 40%
2017;1;000000000000038;P. M. DE MIGUEL LEAO;201128;2455.99;PROFESSOR CLASSE 2;SECRETARIA MUNICIPAL DE EDUCAÄ«O 60%
2017;1;000000000000052;P. M. DE RIO GRANDE DO PIAUI;201173;2152.12;PROFESSOR SE IV;FUNDEB 60%
2017;1;000000000000052;P. M. DE SAO GONCALO DO GURGUEIA;201187;937;Motorista;SECRETARIA MUN. DE ADMINISTRACAO
2017;1;000000000000052;P. M. DE ELIZEU MARTINS;201078;4116.99;PROF CLASSE SE NIVEL IV - 40H;SEC MUN EDUCACAO- PROF.
2017;1;000000000000052;P. M. DE SAO MIGUEL DO TAPUIO;201203;2653.55;PROFESSOR(A);PROFESSORES (ENSINO FUNDAMENTAL)
2017;1;000000000000053;P. M. DE ESPERANTINA;201079;1017.11;APOSENTADA;P.M.ESPERANTINA- APOSENTADOS E PENSION DO TESOURO
2017;1;000000000000053;P. M. DE SAO JULIAO;201198;1827.15;APOSENTADO;FUNDO MUN. DE SEG. SOCIAL - FMSS - APOSENTADOS
2017;1;000000000000053;P. M. DE SAO JOSE DO PIAUI;201197;1784.44;PROF. CLASSE SE;ENSINO FUNDAMENTAL 60%
2017;1;000000000000053;FMPS-FUNDO MUNIC. DE PREVID“NCIA SOCIAL DE UNIAO;301216;937;APOSENTADO;APOSENTADOS
2017;1;000000000000053;P. M. DE CAMPINAS DO PIAUI;201043;1280.78;"PROF. ""CL C NIVEL SUPERIOR""";FUNDEB 60% - EFETIVOS
2017;1;000000000000053;P. M. DE SIMOES;201209;1698.47;PROF. CLASSE - C NIVEL IV 40 HRS;FUNDEB 60%
2017;1;000000000000053;P. M. DE PASSAGEM FRANCA DO PIAUI;201152;5707.23;PROF CL C N IV 40H;FUNDEB 60%
2017;1;000000000000053;P. M. DE CARACOL;201052;3213.95;PROF CLASSE BIV 40H;FUNDEB 60%
2017;1;000000000000053;P. M. DE SANTA CRUZ DO PIAUI;201174;1770.15;MOTORISTA;SAMU
2017;1;000000000000053;P. M. DE ANTONIO ALMEIDA;201012;1014.92;ASSIS. ADMINISTRATIVO- NIVEL I;FUNDEB 40%
2017;1;000000000000053;P. M. DE SAO MIGUEL DO TAPUIO;201203;1137;AGENTE DE ENDEMIAS;SERVIDORES - PAB
2017;1;000000000000054;P. M. DE CAMPO MAIOR;201047;1405.5;VICE-PREFEITO;FUNDO PREVIDENCIµRIO DE CAMPO MAIOR
2017;1;000000000000054;FUNDO PREVIDENCIARIO DE PEDRO II;301157;5062.86;APOSENTADOS;APOSENTADOS
2017;1;000000000000054;P. M. DE QUEIMADA NOVA;201167;1531.28;PROFESSOR;SEDUC\FUNDEB 60%\ATIVOS EFETIVOS\PROFESSOR ENS. FU
2017;1;000000000000054;P. M. DE FRANCINOPOLIS;201084;1949.7;PROFESSOR(A);SEC.MUN.EDUCACAO-CLT - 60 %/FUNDEB
2017;1;000000000000054;P. M. DE BONFIM DO PIAUI;201033;3871.3;PROFESSOR(A);SEC EDUCACAO CULTURA DESPORTO E LAZER-FUNDEB 60%
2017;1;000000000000054;P. M. DE RIO GRANDE DO PIAUI;201173;2152.12;PROFESSOR SE IV;FUNDEB 60%
2017;1;000000000000054;P. M. DE LUIZ CORREIA;201119;4884.48;PROF. CL - SE / NI - V;SEC.EDUC.(PROF.)-Z.URBANA
2017;1;000000000000054;P. M. DE MURICI DOS PORTELAS;201135;1077.55;Aux. Serviáos Gerais;SEC. MUN. DE SAÈDE-EFETIVOS
2017;1;000000000000054;P. M. DE JULIO BORGES;201110;4240;CHEFE DA BIBLI. PUBLICA;SEC. DE DUCAÄ«O
2017;1;000000000000054;P. M. DE CAMPINAS DO PIAUI;201043;1417.7;"PROF. ""CL D NIVEL SUPERIOR""";FUNDEB 60% - EFETIVOS
2017;1;000000000000054;P. M. DE ESPERANTINA;201079;1021;PROF. CLASSE B;P.M.ESPERANTINA- APOSENTADOS E PENSION DO TESOURO
2017;1;000000000000054;FMPS-FUNDO MUNIC. DE PREVID“NCIA SOCIAL DE UNIAO;301216;2221.06;APOSENTADO;APOSENTADOS
2017;1;000000000000055;P. M. DE PADRE MARCOS;201144;1320.38;AG. COMUNITARIO DE SAÈDE;SMS - SEC.DE SAUDE - ACS I
2017;1;000000000000055;P. M. DE PAES LANDIM;201145;2500;ASSESSOR JURIDICO;SEC. DE SAUDE EFETIVOS/BLATB
2017;1;000000000000055;P. M. DE MIGUEL LEAO;201128;966.16;GARI;SECRETARIA MUNICIPAL DE ADMINISTRAÄ«O
2017;1;000000000000055;P. M. DE BERTOLINIA;201027;1318.72;TECNICO DE ENFERMAGEM;SECRETARIA MUNICIPAL DE SAUDE
2017;1;000000000000055;P. M. DE DEMERVAL LOBAO;201072;5137.05;PROF. CLA C-IV;SEC. MUN. DE EDUCACAO-FUNDEB/60%(EFET.) ENS. FUNDA
2017;1;000000000000055;P. M. DE BOM JESUS;201031;4821.48;PROFESSOR(A) CLASSE B. NIVEL IV 40HS;SEC. EDUCAÄ«O- PROFESSORES ENSINO INFANTIL
2017;1;000000000000055;P. M. DE CAMPO ALEGRE DO FIDALGO;201044;4946.95;PROFESSORA;SEC. MUN. EDUCACAO PROFESSORES 60%
2017;1;000000000000055;P. M. DE SANTA CRUZ DO PIAUI;201174;1770.15;MOTORISTA;SAMU
2017;1;000000000000055;P. M. DE SAO MIGUEL DO TAPUIO;201203;1168.07;AUX. SERVICOS GERAIS;SERVIDORES EFETIVOS
2017;1;000000000000055;P. M. DE CURRALINHOS;201071;6286.96;PROFESSOR NIVEL C V;SEC. MUN. DE EDUCAÄ«O - FUNDEB 60% - PLANO FINANCE
2017;1;000000000000055;P. M. DE JARDIM DO MULATO;201102;1139.69;AUX. SERVICOS GERAIS;FUNDEB 40% - PESSOAL ADMINISTRATIVO
2017;1;000000000000055;P. M. DE RIACHO FRIO;201170;3310.23;ASSESSOR DO PREFEITO;SECR MUN DE EDUCACAO-PROFESSORES 60% FOL 02
2017;1;000000000000056;P. M. DE VARZEA BRANCA;201219;1779.17;PROF C0III / 40 H;FUNDEB 40%
2017;1;000000000000056;P. M. DE OEIRAS;201142;1395.52;Professor - C/III - 20h;203.06 - SEC. DE EDUCACAO/PROFESSORES 60%
2017;1;000000000000056;P. M. DE DOMINGOS MOURAO;201076;1369.64;AJ. SERVIÄOS NV;FUNDEB 40%
2017;1;000000000000056;P. M. DE COCAL;201057;937;Aux. Administrativo;SAUDE GERAL
2017;1;000000000000056;P. M. DE JULIO BORGES;201110;1596.37;PROFESSOR(A);FUNDEB CLASSE B
2017;1;000000000000056;P. M. DE CARACOL;201052;3471.07;PROF CLASSE C IV 40H;FUNDEB 60%
2017;1;000000000000056;P. M. DE PEDRO LAURENTINO;201158;1837.46;PROFESSOR;FUNDEB 60%
2017;1;000000000000056;P. M. DE CANAVIEIRA;201048;983.85;AGENTE DE VIGILANCIA SANITARIA;AGENTE DE VIGILANCIA SANITARIA
2017;1;000000000000057;CAMARA DE COCAL;101057;4458.26;VEREADOR(A);CAMARA MUNICIPAL-VEREADORES
2017;1;000000000000057;P. M. DE PEDRO LAURENTINO;201158;1929.33;PROFESSOR;FUNDEB 60%
2017;1;000000000000057;P. M. DE JULIO BORGES;201110;1596.37;PROFESSOR(A);FUNDEB CLASSE C
2017;1;000000000000057;P. M. DE BARRA D ALCANTARA;201019;2734.53;PROFESSOR (A);SEC.MUN. DE EDUCAÄ«O - DEPT¯ DE ENSINO - FUNDEB 60
2017;1;000000000000057;P. M. DE SANTA CRUZ DOS MILAGRES;201175;1826.45;PROFESSOR CLASSE B;PROFESSOR CLASSE B
2017;1;000000000000057;P. M. DE MARCOS PARENTE;201124;1356.13;AUX. DE ENFERMAGEM;AUX. DE ENFERMAGEM
2017;1;000000000000057;P. M. DE CAJUEIRO DA PRAIA;201041;1264.95;GUARDA MUNICIPAL;SEC. DE ADMINISTRAÄ«O E FINANCAS - EFETIVOS
2017;1;000000000000057;P. M. DE CANAVIEIRA;201048;1218.1;AGENTE COMUNITARIO DE SAUDE;AGENTE COMUNITARIO DE SAUDE
2017;1;000000000000057;P. M. DE JARDIM DO MULATO;201102;1077.55;AUX. SERVICOS GERAIS;FUNDEB 40% - PESSOAL ADMINISTRATIVO
2017;1;000000000000058;P. M. DE LAGOA DO BARRO DO PIAUI;201114;937;MOTORISTA;SECRETARIA MUNICIPAL DO TRABALHO E ASSIST“NCIA SOC
2017;1;000000000000058;P. M. DE CAMPINAS DO PIAUI;201043;1259.39;"PROF. ""CL E NIVEL MEDIO""";FUNDEB 60% - EFETIVOS
2017;1;000000000000058;P. M. DE SAO GONCALO DO GURGUEIA;201187;2500;SEC. MEIO AMBIENTE;SECRETARIA MUN. DE ADMINISTRACAO
2017;1;000000000000058;P. M. DE ANTONIO ALMEIDA;201012;2957.09;PROFESSOR CLASSE SL 20H N÷VEL I;FUNDEB 60%
2017;1;000000000000058;P. M. DE PADRE MARCOS;201144;1171.25;AUXILIAR DE ENFERMAGEM;SMS - DEPTOR .SEC. DE SAUDE
2017;1;000000000000058;P. M. DE ITAUEIRA;201099;2708.09;PROFESSOR NIVEL A - IV;DIRETORES E SUPERVISOR ENS. FUND.
2017;1;000000000000058;P. M. DE AGUA BRANCA;201003;1875;CARGO COMISSIONADO - CC2;01-GABINETE DO PREFEITO-ANTERIOR 30/12/2007
2017;1;000000000000058;P. M. DE MIGUEL LEAO;201128;1153.56;JARDINEIRO;SECRETARIA MUNICIPAL DE ADMINISTRAÄ«O
2017;1;000000000000058;P. M. DE JARDIM DO MULATO;201102;1264.95;AUX. SERVICOS GERAIS;FUNDEB 40% - PESSOAL ADMINISTRATIVO
2017;1;000000000000058;P. M. DE BARRA D ALCANTARA;201019;968.07;AUXILIAR DE SERVIÄOS GERAIS;SEC.MUN. DE EDUCAÄ«O - DEPT¯ DE ENSINO - FUNDEB 40
2017;1;000000000000058;P. M. DE BAIXA GRANDE DO RIBEIRO;201018;4487.7;PROFESSOR SE;FUNDEB - 60%
2017;1;000000000000058;P. M. DE URUCUI;201217;1983.85;AUX. DE SERVIÄOS GERAIS;GABINETE DA PREFEITA
2017;1;000000000000059;P. M. DE SAO MIGUEL DA BAIXA GRANDE;201201;1124.4;TECNICO EM ENFERMAGEM;SECRETARIA MUNICIPAL DE SAUDE
2017;1;000000000000059;CAMARA DE UNIAO;101216;6500;VEREADOR(A);VEREADOR(A)
2017;1;000000000000059;P. M. DE COCAL;201057;937;Zelador(a);FUNDEB 40 CIDADE
2017;1;000000000000059;P. M. DE OEIRAS;201142;1744.4;Professor - C/III - 20h;203.06 - SEC. DE EDUCACAO/PROFESSORES 60%
2017;1;000000000000059;P. M. DE BAIXA GRANDE DO RIBEIRO;201018;8250;PROFESSOR SE;CONTROLADORIA
2017;1;000000000000059;P. M. DE BARRA D ALCANTARA;201019;2953.3;PROFESSOR (B);SEC.MUN. DE EDUCAÄ«O - DEPT¯ DE ENSINO - FUNDEB 60
2017;1;000000000000059;P. M. DE PORTO ALEGRE DO PIAUI;201165;1533.05;AUX SERV GERAIS;SERVIDORES EFETIVOS
2017;1;000000000000059;P. M. DE SEBASTIAO BARROS;201206;963.2;AGENTE ADMINISTRATIVO;SECRETARIA DE ADMINISTRAÄAO
2017;1;000000000000059;P. M. DE ILHA GRANDE;201094;1077.55;ZELADOR;EDUCAÄAO FUNDEB 40 %
2017;1;000000000000059;P. M. DE CAMPINAS DO PIAUI;201043;1119.58;"PROF. ""CL A NIVEL MEDIO""";FUNDEB 60% - EFETIVOS
2017;1;000000000000060;P. M. DE SANTO ANTONIO DE LISBOA;201180;1607.9;PROFESSOR CL C. NL II;FUNDEB 60%
2017;1;000000000000060;FUNDO PREVIDENCIARIO DE PEDRO II;301157;2596.44;APOSENTADOS;APOSENTADOS
2017;1;000000000000060;P. M. DE BOM JESUS;201031;3471.47;PROFESSOR(A) CLASSE C. NIVEL IV 40HS;SEC. EDUCAÄAO - E.J.A
2017;1;000000000000060;P. M. DE PAVUSSU;201156;999.14;SERVICOS GERAIS;FUNDEB 40%
2017;1;000000000000060;P. M. DE PATOS DO PIAUI;201153;1374.27;AUXILIAR DE SERVIÄOS GERAIS;SEDUC/FUNDEB - SERVIÄOS GERAIS
2017;1;000000000000061;P. M. DE DOMINGOS MOURAO;201076;1001.27;VIGIA NIII;FUNDEB 40%
2017;1;000000000000061;P. M. DE LAGOA DO BARRO DO PIAUI;201114;1201.4;AGENTE COMUNITµRIO DE SAÈDE;SECRETARIA MUNICIPAL DE SAÈDE
2017;1;000000000000061;P. M. DE SANTA CRUZ DOS MILAGRES;201175;1139.69;VIGIA;FUNDEB 40%
2017;1;000000000000061;CAMARA DE FLORIANO;101083;2955;PENSIONISTA;PENSIONISTAS
2017;1;000000000000061;P. M. DE FLORES DO PIAUI;201081;1267.59;AGENTE DE ENDEMIAS;SAÈDE EFETIVOS
2017;1;000000000000061;P. M. DE PAVUSSU;201156;2048.23;PROFESSOR C-SE N-IV 20H;FUNDEB 60%
2017;1;000000000000061;P. M. DE VARZEA BRANCA;201219;3459.49;PROF B0IV/ 40H;FUNDEB 60%
2017;1;000000000000061;P. M. DE MIGUEL ALVES;201127;999.14;MERENDEIRO(A);FUNDEB 40%
2017;1;000000000000061;P. M. DE SAO JOSE DO PIAUI;201197;1706.86;PROF. CLASSE SL;EDUCACAO INFANTIL 60%
2017;1;000000000000062;P. M. DE CAJUEIRO DA PRAIA;201041;1030.7;AUX. SERVICOS GERAIS;FUNDEB 40 % - FUNC. ENSINO FUNDAMENTAL
2017;1;000000000000062;CAMARA DE TERESINA;101215;6591.67;MOTORISTA - C4;ESTATUTARIO II
2017;1;000000000000062;P. M. DE JARDIM DO MULATO;201102;1108.62;AUX. SERVICOS GERAIS;FUNDEB 40% - PESSOAL ADMINISTRATIVO
2017;1;000000000000062;P. M. DE ITAINOPOLIS;201098;270;AGENTE COMUNITARIO DE SAUDE;AGENTES COMUNITARIOS PAB EFETIVO
2017;1;000000000000062;P. M. DE RIO GRANDE DO PIAUI;201173;2152.12;PROFESSOR SE IV;FUNDEB 60%
2017;1;000000000000062;P. M. DE BONFIM DO PIAUI;201033;4064.87;PROFESSOR(A);SEC EDUCACAO CULTURA DESPORTO E LAZER-FUNDEB 60%
2017;1;000000000000062;P. M. DE SAO MIGUEL DO TAPUIO;201203;2541.4;PROFESSOR(A);PROFESSORES (ENSINO FUNDAMENTAL)
2017;1;000000000000062;P. M. DE SAO JOAO DO ARRAIAL;201193;4683.63;PROFESSOR CLASSE C;PROFESSORES EDUCAÄ«O BASICA - FUNDEB / SEMEC
2017;1;000000000000062;P. M. DE FLORESTA DO PIAUI;201082;999.14;AUXILIAR DE SERVIÄOS GERAIS;SETOR: EDUCACAO 40%
2017;1;000000000000062;P. M. DE SAO FRANCISCO DO PIAUI;201186;1077.55;APOIO ADMINISTRATIVO CLASSE A;FUNDEB 40%
2017;1;000000000000063;P. M. DE MARCOS PARENTE;201124;1157;AUX. DE ENFERMAGEM;PSF
2017;1;000000000000063;P. M. DE QUEIMADA NOVA;201167;1500;ASSESSOR DE COMUNIC. SOCIAL;GABINETE DO PREFEITO\CARGOS COMISSIONADOS
2017;1;000000000000063;FUNDO PREVIDENCIARIO DE PEDRO II;301157;2862.55;APOSENTADOS;APOSENTADOS
2017;1;000000000000063;P. M. DE DEMERVAL LOBAO;201072;3292.98;PROF. CLA C-III;SEC. MUN. DE EDUCACAO-FUNDEB/60%(EFET.) ENS. FUNDA
2017;1;000000000000063;P. M. DE SANTO ANTONIO DE LISBOA;201180;2040.79;PROFESSOR CL C. NL II;FUNDEB 60%
2017;1;000000000000063;P. M. DE ITAINOPOLIS;201098;270;AGENTE COMUNITARIO DE SAUDE;AGENTES COMUNITARIOS PAB EFETIVO
2017;1;000000000000063;P. M. DE PEDRO LAURENTINO;201158;3459.49;PROFESSOR;FUNDEB 60%
2017;1;000000000000064;P. M. DE PADRE MARCOS;201144;1278.94;AG. DE HIGIENE E SEGURANÄA;SMS- SEC SAUDE - AGENTE DE EDEMIAS
2017;1;000000000000064;P. M. DE ELIZEU MARTINS;201078;3471;ODONTOLOGO;SEC. SAUDE PSF - COMIS.
2017;1;000000000000064;P. M. DE ILHA GRANDE;201094;2991.45;PROFESSOR C C N 4 - 40Hs;EDUC. FUNDEB 60% EFETIVO
2017;1;000000000000064;P. M. DE CAPITAO DE CAMPOS;201050;1006.16;MOTORISTA I;Fundo de Participaá∆o dos Munic°pios-FPM
2017;1;000000000000064;P. M. DE SAO RAIMUNDO NONATO;201205;1419;FISCAL DE TRIBUTOS;SEC DE ADM E FINAN EFETIVOS
2017;1;000000000000064;P. M. DE JARDIM DO MULATO;201102;1077.55;AUX. SERVICOS GERAIS;FUNDEB 40% - PESSOAL ADMINISTRATIVO
2017;1;000000000000064;P. M. DE PATOS DO PIAUI;201153;1077.55;AUXILIAR DE SERVIÄOS GERAIS;SEDUC/FUNDEB - SERVIÄOS GERAIS
2017;1;000000000000065;P. M. DE SAO MIGUEL DA BAIXA GRANDE;201201;937;VIGIA;FUNDEB 40%
2017;1;000000000000065;P. M. DE BARRA D ALCANTARA;201019;1249.33;VIGIA;SEC.MUN. DE EDUCAÄ«O - DEPT¯ DE ENSINO - FUNDEB 40
2017;1;000000000000065;FUNDO PREVIDENCIARIO DE PEDRO II;301157;6028.55;APOSENTADOS;APOSENTADOS
2017;1;000000000000065;P. M. DE LUIZ CORREIA;201119;6011.67;PROF. CL - SE / NI - VIII;SEC.EDUC.(PROF.)-ENS.INFANTIL
2017;1;000000000000065;P. M. DE PEDRO LAURENTINO;201158;1647.38;PROFESSOR;FUNDEB 60%
2017;1;000000000000065;P. M. DE SAO GONCALO DO GURGUEIA;201187;1201.4;AGENTE COMUNITARIO DE SAUDE;AGENTES COMUNITARIOS DE SAUDE
2017;1;000000000000065;P. M. DE JARDIM DO MULATO;201102;1139.69;AUX. SERVICOS GERAIS;FUNDEB 40% - PESSOAL ADMINISTRATIVO
2017;1;000000000000066;P. M. DE SAO MIGUEL DA BAIXA GRANDE;201201;937;AUX. SERVICOS GERAIS;FUNDEB 40%
2017;1;000000000000066;P. M. DE CANAVIEIRA;201048;1077.55;AUX. ADMINISTRATIVO;SEC MUN DE ADMINISTRACAO E FINANCAS
2017;1;000000000000066;P. M. DE CAMPO MAIOR;201047;702.75;FISCAL DE TRIBUTOS;FUNDO PREVIDENCIµRIO DE CAMPO MAIOR
