ANO_FOLHA;MES_FOLHA;MATRICULA;UnidadeGestora;UNIDADE_GESTORA_CODIGO;REMUNERACAO_TOTAL;CARGO;LOTACAO
2017;1;000000000000093;P. M. DE ANTONIO ALMEIDA;201012;2042.14;SECRETµRIO MUNICIPAL DE SAUDE;SECRETARIA MUNICIPAL DE SAÈDE
2017;1;000000000000093;P. M. DE CAMPINAS DO PIAUI;201043;2298.8;"PROF. ""CL C POS GRADUACAO""";FUNDEB 60% - EFETIVOS
2017;1;000000000000093;P. M. DE PAVUSSU;201156;968.07;SERVICOS GERAIS;FUNDEB 40%
2017;1;000000000000093;P. M. DE PORTO ALEGRE DO PIAUI;201165;2095.6;PROF. NM - 20 HS;PROFESSORES EFETIVOS - 60%
2017;1;000000000000093;P. M. DE COLONIA DO GURGUEIA;201061;1952.95;PROF C NIVEL III 20H;UNID ESC DOM AVELAR BRANDAO VILELA 60%
2017;1;000000000000093;P. M. DE SAO RAIMUNDO NONATO;201205;1633.8;AUX ENFERMAGEM;SEC TRAB. E ASSIST - EFETIVOS
2017;1;000000000000093;P. M. DE TAMBORIL;201213;3287.28;PROF CLASSE SL 40HS;DEP.EDUC ENS FUND PEDAG ZONA RURAL
2017;1;000000000000093;P. M. DE PRATA DO PIAUI;201166;1440.64;AUXILIAR DE SERVIÄOS GERAIS;SECRETARIA MUN DE ADMINISTRAÄ«O E PLANEJAMENTO
2017;1;000000000000093;P. M. DE PASSAGEM FRANCA DO PIAUI;201152;1811.53;MOTORISTA;ADMINISTRACAO
2017;1;000000000000093;P. M. DE ALVORADA DO GURGUEIA;201008;2042.06;CHEFE DO DEP. DE PLANEJAMENTO;SECRETARIA MUNICIPAL DE PLANEJAMENTO E FINANÄAS
2017;1;000000000000094;P. M. DE ELESBAO VELOSO;201077;937;AUXILIAR DE SERVICOS GERAIS;EDUCAÄ«O 30% - II
2017;1;000000000000094;P. M. DE ITAINOPOLIS;201098;270;AUX. ENFERMAGEM;S1 SAUDE - SEDE EFETIVOS RPPS
2017;1;000000000000094;P. M. DE AROAZES;201013;1061.77;AUX. ADMINISTRATIVO;SECRETARIA MUNICIPAL DE ADMINISTRAÄ«O
2017;1;000000000000094;P. M. DE PAVUSSU;201156;2048.23;PROFESSOR C-SE N-IV 20H;FUNDEB 60%
2017;1;000000000000094;P. M. DE CAJUEIRO DA PRAIA;201041;1030.7;AUX. SERVICOS GERAIS;SEC. DE ADMINISTRAÄ«O E FINANCAS - EFETIVOS
2017;1;000000000000094;P. M. DE PEDRO LAURENTINO;201158;1643.33;PREGOEIRO E GERENCIADOR DE REGISTRO DE PREÄOS;SECRETARIA MUNICIPAL DE ADMINISTRACAO E FINANCAS
2017;1;000000000000095;P. M. DE SAO JOSE DO PIAUI;201197;1706.86;PROF. CLASSE SL;ENSINO FUNDAMENTAL 60%
2017;1;000000000000095;P. M. DE ITAINOPOLIS;201098;631.8;MEDICO PSF;PSF EFETIVO
2017;1;000000000000095;P. M. DE JARDIM DO MULATO;201102;4782.04;PROFESSOR(A);FUNDEB 60% - PROFESSORES EFETIVOS
2017;1;000000000000095;P. M. DE TAMBORIL;201213;2081.62;PROF CLASSE SE N III 20 HS;DEP EDUC ENS FUNC-PROF PEDAG
2017;1;000000000000095;P. M. DE BAIXA GRANDE DO RIBEIRO;201018;3487.7;PROFESSOR SE;FUNDEB - 60%
2017;1;000000000000095;P. M. DE BERTOLINIA;201027;1742.26;OPERADOR DE SISTEMA;SECRETARIA MUNICIPAL DE EDUCACAO 40%
2017;1;000000000000096;P. M. DE CAMPINAS DO PIAUI;201043;1902.88;"PROF. ""CL C NIVEL MEDIO""";FUNDEB 60% - EFETIVOS
2017;1;000000000000096;P. M. DE SIMPLICIO MENDES;201210;1399.73;CHEFE DE LIMPEZA;ADMINISTRACAO
2017;1;000000000000096;P. M. DE SAO MIGUEL DO TAPUIO;201203;937;AUX. SERVICOS GERAIS;SERVIDORES EFETIVOS
2017;1;000000000000096;P. M. DE FRANCINOPOLIS;201084;1513.4;PROFESSOR(A);SEC.MUN.EDUCACAO-CLT - 60 %/FUNDEB
2017;1;000000000000096;P. M. DE PARNAGUA;201150;3120.9;PROFESSOR CLASSE B;SME - PROFESSOR OUTROS RECURSO - FUNDEB 60%/SME/FP
2017;1;000000000000096;P. M. DE SAO MIGUEL DO TAPUIO;201203;1455.13;PROFESSOR(A);PROFESSORES (ENSINO FUNDAMENTAL)
2017;1;000000000000096;P. M. DE IPIRANGA DO PIAUI;201096;1678.89;PROFESSOR(A) SEVI;SECRETARIA MUNICIPAL DE EDUCAÄ«O
2017;1;000000000000096;P. M. DE SAO JULIAO;201198;1327.95;PROFESSOR(A) CLASSE C;FUNDEB 60%
2017;1;000000000000096;P. M. DE CARAUBAS DO PIAUI;201053;3136.53;PROFESSOR (B) 20H;60% ENSINO FUNDAMENTAL
2017;1;000000000000096;P. M. DE BAIXA GRANDE DO RIBEIRO;201018;2481.96;PROFESSOR CLASSE A;FUNDEB - 60%
2017;1;000000000000097;P. M. DE SAO MIGUEL DO TAPUIO;201203;999.14;AUX. SERVICOS GERAIS;SERVIDORES EFETIVOS
2017;1;000000000000097;P. M. DE FLORESTA DO PIAUI;201082;937;CONSELHEIRO TUTELAR;SETOR: CONSELHO TUTELAR
2017;1;000000000000097;P. M. DE SAO MIGUEL DA BAIXA GRANDE;201201;937;VIGIA;FUNDEB 40%
2017;1;000000000000097;P. M. DE RIACHO FRIO;201170;3737.35;ASSESSOR DO PREFEITO;SECRETARIA MUN DE EDUCACAO FUNDEB 60% FOL 04
2017;1;000000000000097;P. M. DE PATOS DO PIAUI;201153;2809.96;PROFESSOR;SEDUC/FUNDEB - PROFESSOR
2017;1;000000000000097;P. M. DE PADRE MARCOS;201144;937;AUX. DE SERV. GERAIS;SME- DEPTO. ADM -FUNDEB 40% II
2017;1;000000000000097;P. M. DE VARZEA BRANCA;201219;3558.34;PROF C0III / 40 H;FUNDEB 60%
2017;1;000000000000097;P. M. DE TAMBORIL;201213;4223.36;PROF CLASSE SL N II 40 HS;DEP EDUC ENS FUNC-PROF PEDAG
2017;1;000000000000098;P. M. DE SAO MIGUEL DO TAPUIO;201203;999.14;AUX. SERVICOS GERAIS;SERVIDORES EFETIVOS
2017;1;000000000000098;P. M. DE ITAINOPOLIS;201098;270;TEC. SAUDE BUCAL;SB EFETIVOS
2017;1;000000000000098;P. M. DE CAMPINAS DO PIAUI;201043;1926.74;"PROF. ""CL B NIVEL MEDIO""";FUNDEB 60% - EFETIVOS
2017;1;000000000000098;P. M. DE CARACOL;201052;2915.15;PROF CLASSE BII 40H;FUNDEB 60%
2017;1;000000000000098;P. M. DE DEMERVAL LOBAO;201072;3292.98;PROF. CLA C-III;SEC. MUN. DE EDUCACAO-FUNDEB/60%(EFET.) ENS. FUNDA
2017;1;000000000000098;P. M. DE BREJO DO PIAUI;201036;4787.25;PROFESSOR(A);PROFESSOR PEDAG. FUNDEB 60
2017;1;000000000000098;P. M. DE IPIRANGA DO PIAUI;201096;2954.05;PROFESSOR(A) SEV;SECRETARIA MUNICIPAL DE EDUCAÄ«O
2017;1;000000000000098;P. M. DE FLORESTA DO PIAUI;201082;937;AUXILIAR DE SERVIÄOS GERAIS;SETOR: EDUCACAO 40%
2017;1;000000000000099;P. M. DE SAO GONCALO DO GURGUEIA;201187;3421.47;PROFESSOR CLASSE SE - 40H;PROFESSORES- FUNDEB 60%
2017;1;000000000000099;P. M. DE SANTA CRUZ DO PIAUI;201174;1543.05;AUXILIAR DE ENFERMAGEM;SECRETARIA MUNICIPAL DE SAUDE
2017;1;000000000000099;CAMARA DE UNIAO;101216;937;CHEFE DE GABINETE;CHEFES DE GABINETES
2017;1;000000000000099;P. M. DE QUEIMADA NOVA;201167;1077.55;ZELADOR;SEDUC\FUNDEB 40%\ATIVOS EFETIVOS
2017;1;000000000000099;P. M. DE SAO JULIAO;201198;1227.88;Professor(a) Classe A - Diretor(a) Ensino Infantil;FUNDEB 60%
2017;1;000000000000099;P. M. DE SAO FRANCISCO DO PIAUI;201186;1391.25;AGENTE DE SAUDE PPI-ECD;ACE - AGENTE DE ENDEMIAS
2017;1;000000000000099;P. M. DE COCAL;201057;968.07;GUARDA MUNICIPAL;SECRETARIA MUNIC. DE ADM.PLANEJAMENTO E ORÄAMENTO
2017;1;000000000000100;P. M. DE CAMPO ALEGRE DO FIDALGO;201044;1011.96;ZELADORA;SEC. MUN. EDUCACAO VIGIAS ZELADORES 40%
2017;1;000000000000100;P. M. DE OEIRAS;201142;2611.97;Professor - B/VII - 20h;203.06 - SEC. DE EDUCACAO/PROFESSORES 60%
2017;1;000000000000128;P. M. DE COLONIA DO GURGUEIA;201061;2088.03;PROF B NIVEL II 20H;UNID ESC DOM AVELAR BRANDAO VILELA 60%
2017;1;000000000000129;P. M. DE SAO FRANCISCO DO PIAUI;201186;2035.4;ENFERMEIRO (A);HOSPITAL DE PEQUENO PORTE
2017;1;000000000000129;P. M. DE COLONIA DO GURGUEIA;201061;3148.72;PROF C NIVEL II 40H;UNID ESC DOM AVELAR BRANDAO VILELA 60%
2017;1;000000000000129;P. M. DE PADRE MARCOS;201144;1249.4;TECNICO EM ENFERMAGEM;SMS - DEPTOR .SEC. DE SAUDE
2017;1;000000000000129;P. M. DE ESPERANTINA;201079;2616.15;PROF. CLASSE A;P.M.ESPERANTINA- APOSENTADOS E PENSION DO TESOURO
2017;1;000000000000129;P. M. DE CARACOL;201052;1015.07;VIGIA;FUNDEB 40%
2017;1;000000000000130;P. M. DE BAIXA GRANDE DO RIBEIRO;201018;2807.45;PROFESSOR;FUNDEB - 60%
2017;1;000000000000130;P. M. DE CAMPINAS DO PIAUI;201043;937;AUX. DE SERV. GER.;FUNDEB 40% - EFETIVOS
2017;1;000000000000130;P. M. DE SANTA CRUZ DO PIAUI;201174;1188.4;PROFESSOR;FUNDEB 60%
2017;1;000000000000130;P. M. DE FLORES DO PIAUI;201081;1379.28;PROFESSOR (A) 20H;FUNDEB 60%
2017;1;000000000000130;P. M. DE PARNAGUA;201150;3673.09;PROFESSOR CLASSE C;SME - PROFESSOR - FUNDEB 60%
2017;1;000000000000130;P. M. DE SANTA CRUZ DOS MILAGRES;201175;1452.35;AUXILIAR DE ENFERMAGEM;SAUDE ADMINISTRAÄ«O
2017;1;000000000000130;P. M. DE AGUA BRANCA;201003;1124.4;ATENDENTE DE POSTO DE SAUDE;08-SECRETARIA DE SAUDE-POSTERIOR 01/01/2008
2017;1;000000000000131;P. M. DE CARACOL;201052;984;VIGIA;FUNDEB 40%
2017;1;000000000000131;CAMARA DE FLORIANO;101083;2236.42;CONTROLADOR INTERNO;ADMNISTRAÄ«O-FUNFP
2017;1;000000000000131;P. M. DE SAO JULIAO;201198;1327.95;PROFESSOR(A) CLASSE C;FUNDEB 60%
2017;1;000000000000131;P. M. DE ILHA GRANDE;201094;1108.62;RECEPCIONISTA;SAUDEEFETIVO
2017;1;000000000000131;P. M. DE MARCOS PARENTE;201124;1316.29;AG. DE ENDEMIAS;ECD
2017;1;000000000000131;P. M. DE QUEIMADA NOVA;201167;1139.69;MERENDEIRA;SEDUC\FUNDEB 40%\ATIVOS EFETIVOS
2017;1;000000000000131;P. M. DE CALDEIRAO GRANDE DO PIAUI;201042;4778.17;PROFESSOR(A);PROFESSORES ENSINO FUNDAMENTAL-60%
2017;1;000000000000131;P. M. DE COLONIA DO GURGUEIA;201061;3731.5;PROF C NIVEL II 40H;SEC.MUNIC.DA EDUCACAO 60%
2017;1;000000000000131;P. M. DE LAGOA DO BARRO DO PIAUI;201114;1082.8;ZELADOR(A);FUNDEB - ADMINISTRATIVO
2017;1;000000000000132;P. M. DE CANAVIEIRA;201048;1403.48;PROF SE II;FUNDEB 60%
2017;1;000000000000132;P. M. DE SAO RAIMUNDO NONATO;201205;1658.65;GARI;SEC INFRA-EST GARI-EFETIVO
2017;1;000000000000132;P. M. DE JUREMA;201111;1459.48;MOTORISTA;FUNDO MUNICIPAL DE SAUDE - FMS
2017;1;000000000000132;P. M. DE SANTO INACIO DO PIAUI;201182;937;AUX. DE SERV. GER.;UMS - ROSALINA PASSOS
2017;1;000000000000132;P. M. DE UNIAO;201216;3916.81;PROF CLASSE C NIVEL II;FUNDO DE MANUT E DESENV DO ENSINO BASICO - FUNDEB
2017;1;000000000000132;P. M. DE CAPITAO DE CAMPOS;201050;2296.83;PROF CLASSE B - NIVEL III - 25HS;FUNDEB 60%
2017;1;000000000000132;P. M. DE BARRA D ALCANTARA;201019;2717.04;PROFESSOR (A);SEC.MUN. DE EDUCAÄ«O - DEPT¯ DE ENSINO - FUNDEB 60
2017;1;000000000000132;P. M. DE OEIRAS;201142;1744.95;Professor - C/III - 20h;203.20 - SEC. DE EDUCAÄ«O/ EDUCAÄ«O INFANTIL - 60%
2017;1;000000000000132;P. M. DE SANTA CRUZ DOS MILAGRES;201175;1972.57;PROFESSOR CLASSE C;PROFESSOR CLASSE C
2017;1;000000000000132;P. M. DE IPIRANGA DO PIAUI;201096;937;AUXILIAR DE SERVIÄOS GERAIS;SECRETARIA MUNICIPAL DE EDUCAÄ«O
2017;1;000000000000133;P. M. DE CAMPINAS DO PIAUI;201043;937;AUX. DE SERV. GER.;FUNDEB 40% - EFETIVOS
2017;1;000000000000133;P. M. DE SAO RAIMUNDO NONATO;201205;1658.65;GARI;SEC INFRA-EST GARI-EFETIVO
2017;1;000000000000133;P. M. DE CARACOL;201052;984;VIGIA;FUNDEB 40%
2017;1;000000000000133;CAMARA DE PICOS;101159;2128.89;COPEIRA;REPASSE PREFEITURA
2017;1;000000000000133;P. M. DE QUEIMADA NOVA;201167;1077.55;MERENDEIRA;SEDUC\FUNDEB 40%\ATIVOS EFETIVOS
2017;1;000000000000133;P. M. DE BERTOLINIA;201027;1203.2;PROFESSOR D1;SECRETARIA MUNICIPAL DE EDUCACAO 60%
2017;1;000000000000133;P. M. DE SAO JULIAO;201198;1327.95;Professor(a) Classe C - Ensino Infantil;FUNDEB 60%
2017;1;000000000000134;P. M. DE ITAINOPOLIS;201098;1077.55;ZELADOR A /4;SERVIÄOS GERAIS F. 14- 40% EFETIVO
2017;1;000000000000134;P. M. DE BOM JESUS;201031;1405.34;TELEFONISTA;ADMINISTRACAO GABINETE
2017;1;000000000000134;P. M. DE PAVUSSU;201156;937;ORIENTADOR SOCIAL;SERVIÄO DE CONVIVENCIA E FORTALECIMENTO DE VINCULO
2017;1;000000000000135;P. M. DE ESPERANTINA;201079;1025;APOSENTADA;P.M.ESPERANTINA- APOSENTADOS E PENSION DO TESOURO
2017;1;000000000000135;P. M. DE SAO JULIAO;201198;1327.95;PROFESSOR(A) CLASSE C;FUNDEB 60%
2017;1;000000000000135;CAMARA DE PICOS;101159;5244.76;AUXILIAR DE SERVIÄOS;REPASSE PREFEITURA
2017;1;000000000000094;P. M. DE ITAUEIRA;201099;1030.7;AUXILIAR DE ENFERMAGEM;SAUDE MêDICOS E ENFERMEIROS
2017;1;000000000000094;FUNDO PREVIDENCIARIO DE PEDRO II;301157;937;APOSENTADOS;APOSENTADOS
2017;1;000000000000094;P. M. DE PASSAGEM FRANCA DO PIAUI;201152;1583.69;AGENTE FISCAL DE SAUDE;ADMINISTRACAO
2017;1;000000000000094;P. M. DE DOMINGOS MOURAO;201076;1018.71;ZELADOR NIV;FUNDEB 40%
2017;1;000000000000094;P. M. DE CARAUBAS DO PIAUI;201053;937;MERENDEIRA;EDUCACAO 40%
2017;1;000000000000094;P. M. DE ITAINOPOLIS;201098;1581;AUX. ENFERMAGEM;S1 SAUDE - SEDE EFETIVOS RPPS
2017;1;000000000000094;P. M. DE SANTA CRUZ DOS MILAGRES;201175;1108.62;AUX. ADMINISTRATIVO;ADMINISTRAÄ«O
2017;1;000000000000094;P. M. DE BAIXA GRANDE DO RIBEIRO;201018;3487.7;PROFESSOR SE;FUNDEB - 60%
2017;1;000000000000095;P. M. DE PADRE MARCOS;201144;968.07;AUX. DE SERV. GERAIS;SME- DEPTO. ADM -FUNDEB 40% II
2017;1;000000000000095;P. M. DE RIACHO FRIO;201170;3630.57;ASSESSOR DO PREFEITO;SECR MUN DE EDUCACAO-PROFESSORES 60% FOL 06
2017;1;000000000000095;P. M. DE JARDIM DO MULATO;201102;1585.04;PROFESSOR(A);FUNDEB 60% - PROFESSORES EFETIVOS
2017;1;000000000000095;P. M. DE PASSAGEM FRANCA DO PIAUI;201152;983.85;AUX ADMINISTRATIVO;SEC EDUCAÄ«O
2017;1;000000000000095;P. M. DE COCAL;201057;1386.54;GUARDA MUNICIPAL;SECRETARIA MUNIC. DE ADM.PLANEJAMENTO E ORÄAMENTO
2017;1;000000000000096;P. M. DE ITAUEIRA;201099;1249.17;VIGIA;SEC. DE SAÈDE
2017;1;000000000000096;P. M. DE JARDIM DO MULATO;201102;3197;PROFESSOR(A);FUNDEB 60% - PROFESSORES EFETIVOS
2017;1;000000000000096;P. M. DE SANTO ANTONIO DE LISBOA;201180;1525.44;PROFESSOR CL C. NL IV;FUNDEB 60%
2017;1;000000000000096;P. M. DE JUREMA;201111;1666.43;PROF. CLASSE B;FUNDEB 60%
2017;1;000000000000096;P. M. DE JOAO COSTA;201105;1077.55;AUX DE SERVIÄOS GERAIS;EDUCAÄ«O 40%
2017;1;000000000000096;P. M. DE PADRE MARCOS;201144;968.07;AUX. DE SERV. GERAIS;SME- DEPTO. ADM -FUNDEB 40% II
2017;1;000000000000096;P. M. DE MURICI DOS PORTELAS;201135;1077.55;Zelador(a);EDUCACAO - FUNDEB 40% - EFETIVOS
2017;1;000000000000097;P. M. DE JARDIM DO MULATO;201102;3197;PROFESSOR(A);FUNDEB 60% - PROFESSORES EFETIVOS
2017;1;000000000000097;P. M. DE SAO MIGUEL DO TAPUIO;201203;1455.13;PROFESSOR(A);PROFESSORES (ENSINO FUNDAMENTAL)
2017;1;000000000000097;P. M. DE BENEDITINOS;201026;937;AG.OP.SERV.CL. II LETRA D;SECRETARIA MUNICIPAL DE EDUCACAO/ENSINO INFANTIL
2017;1;000000000000097;P. M. DE NOVO SANTO ANTONIO;201141;968.07;VIGIA;SECRETARIA MUNICIPAL DE SAUDE - ADMINISTRAÄ«O
2017;1;000000000000097;P. M. DE SAO FRANCISCO DO PIAUI;201186;4307.8;ENFERMEIRO (A);PSF - PRGRAMA DE SAUDE
2017;1;000000000000097;P. M. DE MIGUEL LEAO;201128;1174.6;PROFESSOR CLASSE 2;SECRETARIA MUNICIPAL DE EDUCAÄ«O 60%
2017;1;000000000000098;P. M. DE ITAINOPOLIS;201098;1597.2;TEC. SAUDE BUCAL;SB EFETIVOS
2017;1;000000000000098;P. M. DE JULIO BORGES;201110;1365;AUX. ADMINISTRATIVO;FUNDEB 40 %
2017;1;000000000000098;P. M. DE JUREMA;201111;4313.22;PROF CLASSE C;FUNDEB 60%
2017;1;000000000000098;P. M. DE COCAL;201057;1500;ASSESSOR DE GABINETE;GABINETE DO PREFEITO
2017;1;000000000000098;P. M. DE MIGUEL LEAO;201128;2455.99;PROFESSOR CLASSE 2;SECRETARIA MUNICIPAL DE EDUCAÄ«O 60%
2017;1;000000000000098;P. M. DE AGUA BRANCA;201003;1177;AUXILIAR DE SERVIÄOS GERAIS;08-SECRETARIA DE SAUDE-ANTERIOR 30/12/2007
2017;1;000000000000098;P. M. DE SANTA CRUZ DOS MILAGRES;201175;1124.4;AGENTE ADMINSITRATIVO NIVELII;ADMINISTRAÄ«O
2017;1;000000000000098;P. M. DE SAO GONCALO DO GURGUEIA;201187;1025.64;Aux. de Servicos gerais;SEC. DE EDUCACAO - FUNDEB 40%
2017;1;000000000000098;P. M. DE ELESBAO VELOSO;201077;1237;DATILOGRAFO;EDUCAÄ«O 30% - II
2017;1;000000000000098;P. M. DE RIO GRANDE DO PIAUI;201173;1921.54;PROFESSOR SE IV;FUNDEB 60%
2017;1;000000000000098;P. M. DE PAVUSSU;201156;937;AUX. SERVICOS GERAIS;SECRETARIA MUNICIPAL DE ASSISTENCIA SOCIAL
2017;1;000000000000098;P. M. DE MURICI DOS PORTELAS;201135;1377.55;Zelador(a);DEP. OBRAS PUBLICAS-EFETIVOS
2017;1;000000000000098;P. M. DE JARDIM DO MULATO;201102;3197;PROFESSOR(A);FUNDEB 60% - PROFESSORES EFETIVOS
2017;1;000000000000098;P. M. DE VARZEA BRANCA;201219;3137.86;PROF B0II / 40H;FUNDEB 60%
2017;1;000000000000099;CAMARA DE TERESINA;101215;4578.58;ASSISTENTE LEGISLATIVO - C3;ESTATUTARIO II
2017;1;000000000000099;P. M. DE FRANCINOPOLIS;201084;2109.9;PROFESSOR(A);SEC.MUN.EDUCACAO-CLT - 60 %/FUNDEB
2017;1;000000000000099;FMPS-FUNDO MUNIC. DE PREVID“NCIA SOCIAL DE UNIAO;301216;937;APOSENTADO;APOSENTADOS
2017;1;000000000000099;P. M. DE RIBEIRO GONCALVES;201172;5481.11;ODONTOLOGA;DPTß SAÈDE BUCAL
2017;1;000000000000069;P. M. DE PORTO ALEGRE DO PIAUI;201165;4211.24;PROF. NS - 20 HS;PROFESSORES EFETIVOS - 60%
2017;1;000000000000069;P. M. DE BAIXA GRANDE DO RIBEIRO;201018;3487.7;PROFESSOR SE;FUNDEB - 60%
2017;1;000000000000070;P. M. DE BARRA D ALCANTARA;201019;1314.13;MOTORISTA;SEC.MUN. DE SAÈDE - FUNDO MUNICIPAL DE SAÈDE- FMS
2017;1;000000000000070;FUNDO PREVIDENCIARIO DE PEDRO II;301157;1405.5;APOSENTADOS;APOSENTADOS
2017;1;000000000000070;P. M. DE CARAUBAS DO PIAUI;201053;2904.2;PROFESSOR (B) 20H;60% ENSINO FUNDAMENTAL
2017;1;000000000000070;P. M. DE PORTO ALEGRE DO PIAUI;201165;1166.83;PROF. NS - 20 HS;PROFESSORES EFETIVOS - 60%
2017;1;000000000000070;P. M. DE SAO RAIMUNDO NONATO;201205;1264.95;ELETRICISTA;SEC DE AGRICULTURA EFETIVO
2017;1;000000000000070;P. M. DE SAO JULIAO;201198;1457.44;PROFESSOR(A) CLASSE B;FUNDEB 60%
2017;1;000000000000070;P. M. DE CAMPINAS DO PIAUI;201043;1293.1;"PROF. ""CL C NIVEL SUPERIOR""";FUNDEB 60% - EFETIVOS
2017;1;000000000000070;P. M. DE CAPITAO DE CAMPOS;201050;2552.34;PROF CLASSE C - NIVEL IV - 25HS;FUNDEB 60%
2017;1;000000000000070;P. M. DE RIACHO FRIO;201170;3417.01;ASSESSOR DO PREFEITO;SECR MUN DE EDUCACAO-PROFESSORES 60% FOL 05
2017;1;000000000000070;P. M. DE SAO JOSE DO PIAUI;201197;3570.61;PROF. CLASSE SE;ENSINO FUNDAMENTAL 60%
2017;1;000000000000071;P. M. DE OEIRAS;201142;1395.96;Professor - C/III - 20h;203.06 - SEC. DE EDUCACAO/PROFESSORES 60%
2017;1;000000000000071;P. M. DE SANTO ANTONIO DE LISBOA;201180;1525.44;PROFESSOR CL C. NL III;FUNDEB 60%
2017;1;000000000000071;CAMARA DE COCAL;101057;4458.26;VEREADOR(A);CAMARA MUNICIPAL-VEREADORES
2017;1;000000000000071;P. M. DE CAMPO MAIOR;201047;3661.86;NUTRIONISTA;FUNDO PREVIDENCIµRIO DE CAMPO MAIOR
2017;1;000000000000071;P. M. DE JARDIM DO MULATO;201102;2643.62;PROFESSOR(A);FUNDEB 60% - PROFESSORES EFETIVOS
2017;1;000000000000071;P. M. DE SAO JOAO DO ARRAIAL;201193;4470.73;PROFESSOR CLASSE B;PROFESSORES EDUCAÄ«O BASICA - FUNDEB / SEMEC
2017;1;000000000000071;P. M. DE BARRA D ALCANTARA;201019;937;AUXILIAR DE SERVIÄOS GERAIS;SEC.MUN. DE EDUCAÄ«O - DEPT¯ DE ENSINO - FUNDEB 40
2017;1;000000000000071;P. M. DE JOAO COSTA;201105;1293.06;AGENTE COMUNITµRIO DE SAÈDE;SECRETARIA DE SAUDE - FMS
2017;1;000000000000071;P. M. DE PRATA DO PIAUI;201166;1353.5;AGENTE COMUNITµRIO DE SAÈDE;FUNDO MUNICIPAL DE SAÈDE
2017;1;000000000000072;P. M. DE CARAUBAS DO PIAUI;201053;2525.39;PROFESSOR (A) 20H;60% ENSINO FUNDAMENTAL
2017;1;000000000000072;P. M. DE BOM JESUS;201031;3471.47;PROFESSOR(A) CLASSE C. NIVEL IV 40HS;SEC. EDUCAÄ«O - PROFESSORES I-60% FU
2017;1;000000000000072;P. M. DE SANTA CRUZ DO PIAUI;201174;937;AUXILIAR DE SERVIÄOS GERAIS;SECRETARIA MUNICIPAL DE SAUDE
2017;1;000000000000072;P. M. DE PAJEU DO PIAUI;201146;3286.01;PROF CLASSE SE N-IV;ENSINO FUNDAMENTAL
2017;1;000000000000073;P. M. DE PORTO ALEGRE DO PIAUI;201165;1640.9;SEC DE EDUCACAO;SECRETAIRA DE EDUCACAO E CULTURA
2017;1;000000000000073;P. M. DE PAES LANDIM;201145;3041.31;PROFESSOR NIVEL SUPERIOR - A;ADMINISTRACAO
2017;1;000000000000073;P. M. DE CARACOL;201052;3148.36;PROF CLASSE CII 40H;FUNDEB 60%
2017;1;000000000000073;P. M. DE ILHA GRANDE;201094;2719.5;PROFESSOR C B N 4 - 40Hs;EDUC. FUNDEB 60% EFETIVO
2017;1;000000000000073;P. M. DE SAO JULIAO;201198;1289.28;Professor(a) Classe B - Coordenador(a) Ensino Infantil;FUNDEB 60%
2017;1;000000000000073;P. M. DE JUREMA;201111;2070.32;PROF CLASSE C;FUNDEB 60%
2017;1;000000000000073;P. M. DE BREJO DO PIAUI;201036;1077.55;AUX DE SERVICOS GERAIS;ADMINISTRATIVO FUNDEB 40%
2017;1;000000000000074;P. M. DE SANTO ANTONIO DE LISBOA;201180;1525.44;PROFESSOR CL C. NL III;FUNDEB 60%
2017;1;000000000000074;P. M. DE PASSAGEM FRANCA DO PIAUI;201152;1064.7;AGENTE COMUNITARIO;PROG AGENTE COM SAUDE - ACS
2017;1;000000000000074;P. M. DE FLORES DO PIAUI;201081;968.07;SECRETARIA DE ESCOLA;FUNDEB 40%
2017;1;000000000000074;P. M. DE IPIRANGA DO PIAUI;201096;1906.12;PROFESSOR(A) SEVIII;SECRETARIA MUNICIPAL DE EDUCAÄ«O
2017;1;000000000000074;P. M. DE NOVO SANTO ANTONIO;201141;4613.85;PROFESSOR SE II - IV 40h;FUNDEB 60%
2017;1;000000000000074;P. M. DE PEDRO LAURENTINO;201158;1419.92;AGENTE DE SAÈDE;SECRETARIA MUNICIPAL DE SAUDE
2017;1;000000000000074;P. M. DE AGUA BRANCA;201003;1124.4;AUXILIAR DE ENFERMAGEM;08-SECRETARIA DE SAUDE-ANTERIOR 30/12/2007
2017;1;000000000000074;P. M. DE PADRE MARCOS;201144;1014.92;AUX. DE SERV. GERAIS;SME- DEPTO. ADM -FUNDEB 40% II
2017;1;000000000000074;P. M. DE SAO JOSE DO PIAUI;201197;1706.86;PROF. CLASSE SL;ENSINO FUNDAMENTAL 60%
2017;1;000000000000074;P. M. DE JUREMA;201111;4161.42;PROF CLASSE C;FUNDEB 60%
2017;1;000000000000074;P. M. DE BENEDITINOS;201026;1347.63;"PROF.CLASSE""A"" N. I 20 HOR";SECRETARIA MUNICIPAL DE EDUCACAO/ENSINO INFANTIL
2017;1;000000000000074;P. M. DE JULIO BORGES;201110;1756.02;PROFESSOR(A);FUNDEB CLASSE C
2017;1;000000000000107;P. M. DE BREJO DO PIAUI;201036;2172.37;PROFESSOR(A);PROFESSOR PEDAG. FUNDEB 60
2017;1;000000000000107;P. M. DE LUIZ CORREIA;201119;3757.29;PROF. CL - A / NI - V;SEC. MUNIC. DE EDUCAÄ«O E CULTURA(PROF.)-Z.RURAL
